CV step,Epochs GNN,Epochs Classifier,Learning rate,Smoothing,drop_method,drop_rate,MLP Architecture,Test Accuracy,Test Precision
0,300,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.8552631578947368,0.78
1,300,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.9539473684210527,0.9263157894736842
2,300,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.8618421052631579,0.918918918918919
3,300,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.8881578947368421,0.8367346938775511
4,300,100,0.001,0.1,dropedge,0.1,"(512, 256, 128, 64)",0.8947368421052632,0.8865979381443299
0,300,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.875,0.8172043010752689
1,300,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.8618421052631579,0.8941176470588236
2,300,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.9276315789473685,0.9186046511627907
3,300,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.8552631578947368,0.8144329896907216
4,300,100,0.001,0.1,dropedge,0.2,"(512, 256, 128, 64)",0.868421052631579,0.8585858585858586
0,300,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.6447368421052632,0.6276595744680851
1,300,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.7302631578947368,0.7831325301204819
2,300,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.7368421052631579,0.8115942028985508
3,300,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.7697368421052632,0.7448979591836735
4,300,100,0.001,0.1,dropedge,0.5,"(512, 256, 128, 64)",0.7368421052631579,0.7684210526315789
0,300,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.5723684210526315,0.5575221238938053
1,300,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.47368421052631576,0.5526315789473685
2,300,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.5394736842105263,0.5596330275229358
3,300,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.5657894736842105,0.6307692307692307
4,300,100,0.001,0.1,dropedge,0.8,"(512, 256, 128, 64)",0.5855263157894737,0.625
0,500,100,0.001,0.1,dropedge,0.0,"(512, 256, 128, 64)",0.4934210526315789,0.5087719298245614
1,500,100,0.001,0.1,dropedge,0.0,"(512, 256, 128, 64)",0.4407894736842105,0.5714285714285714
2,500,100,0.001,0.1,dropedge,0.0,"(512, 256, 128, 64)",0.39473684210526316,0.23529411764705882
