,model,data,depth,epochs,best_val_accuracy,test_accuracy,drop_method,drop_rate,oversmoothing,val_accuracy
204,UniGAT,CocitationCora,1,120,0.4493769407272339,0.44003114104270935,dropedge,0.5,"[1687.4400634765625, 2299.6416015625, 2471.44189453125, 2658.012451171875, 2771.821533203125, 2779.169677734375, 2980.878173828125, 2971.14111328125, 2939.190673828125, 3118.35986328125, 3112.701416015625, 3273.524169921875, 3215.739501953125, 3287.1875, 3336.834228515625, 3305.876220703125, 3295.327392578125, 3445.517578125, 3440.47607421875, 3519.726806640625]","[0.20249220728874207, 0.41277259588241577, 0.3037383258342743, 0.3921339511871338, 0.37422117590904236, 0.33722740411758423, 0.361370712518692, 0.38317757844924927, 0.34774142503738403, 0.2067756950855255, 0.42133957147598267, 0.4493769407272339, 0.44003114104270935, 0.24883177876472473, 0.44548287987709045, 0.44158878922462463, 0.388629287481308, 0.4579439163208008, 0.41939252614974976, 0.2538940906524658]"
205,UniGAT,CocitationCora,1,140,0.4493769407272339,0.44548287987709045,dropedge,0.5,"[1687.4400634765625, 2299.6416015625, 2471.44189453125, 2658.012451171875, 2771.821533203125, 2779.169677734375, 2980.878173828125, 2971.14111328125, 2939.190673828125, 3118.35986328125, 3112.701416015625, 3273.524169921875, 3215.739501953125, 3287.1875, 3336.834228515625, 3305.876220703125, 3295.327392578125, 3445.517578125, 3440.47607421875, 3519.726806640625]","[0.20249220728874207, 0.41277259588241577, 0.3037383258342743, 0.3921339511871338, 0.37422117590904236, 0.33722740411758423, 0.361370712518692, 0.38317757844924927, 0.34774142503738403, 0.2067756950855255, 0.42133957147598267, 0.4493769407272339, 0.44003114104270935, 0.24883177876472473, 0.44548287987709045, 0.44158878922462463, 0.388629287481308, 0.4579439163208008, 0.41939252614974976, 0.2538940906524658]"
206,UniGAT,CocitationCora,1,160,0.4493769407272339,0.388629287481308,dropedge,0.5,"[1687.4400634765625, 2299.6416015625, 2471.44189453125, 2658.012451171875, 2771.821533203125, 2779.169677734375, 2980.878173828125, 2971.14111328125, 2939.190673828125, 3118.35986328125, 3112.701416015625, 3273.524169921875, 3215.739501953125, 3287.1875, 3336.834228515625, 3305.876220703125, 3295.327392578125, 3445.517578125, 3440.47607421875, 3519.726806640625]","[0.20249220728874207, 0.41277259588241577, 0.3037383258342743, 0.3921339511871338, 0.37422117590904236, 0.33722740411758423, 0.361370712518692, 0.38317757844924927, 0.34774142503738403, 0.2067756950855255, 0.42133957147598267, 0.4493769407272339, 0.44003114104270935, 0.24883177876472473, 0.44548287987709045, 0.44158878922462463, 0.388629287481308, 0.4579439163208008, 0.41939252614974976, 0.2538940906524658]"
207,UniGAT,CocitationCora,1,180,0.4579439163208008,0.41939252614974976,dropedge,0.5,"[1687.4400634765625, 2299.6416015625, 2471.44189453125, 2658.012451171875, 2771.821533203125, 2779.169677734375, 2980.878173828125, 2971.14111328125, 2939.190673828125, 3118.35986328125, 3112.701416015625, 3273.524169921875, 3215.739501953125, 3287.1875, 3336.834228515625, 3305.876220703125, 3295.327392578125, 3445.517578125, 3440.47607421875, 3519.726806640625]","[0.20249220728874207, 0.41277259588241577, 0.3037383258342743, 0.3921339511871338, 0.37422117590904236, 0.33722740411758423, 0.361370712518692, 0.38317757844924927, 0.34774142503738403, 0.2067756950855255, 0.42133957147598267, 0.4493769407272339, 0.44003114104270935, 0.24883177876472473, 0.44548287987709045, 0.44158878922462463, 0.388629287481308, 0.4579439163208008, 0.41939252614974976, 0.2538940906524658]"
208,UniGAT,CocitationCora,1,199,0.4579439163208008,0.4571651220321655,dropedge,0.5,"[1687.4400634765625, 2299.6416015625, 2471.44189453125, 2658.012451171875, 2771.821533203125, 2779.169677734375, 2980.878173828125, 2971.14111328125, 2939.190673828125, 3118.35986328125, 3112.701416015625, 3273.524169921875, 3215.739501953125, 3287.1875, 3336.834228515625, 3305.876220703125, 3295.327392578125, 3445.517578125, 3440.47607421875, 3519.726806640625]","[0.20249220728874207, 0.41277259588241577, 0.3037383258342743, 0.3921339511871338, 0.37422117590904236, 0.33722740411758423, 0.361370712518692, 0.38317757844924927, 0.34774142503738403, 0.2067756950855255, 0.42133957147598267, 0.4493769407272339, 0.44003114104270935, 0.24883177876472473, 0.44548287987709045, 0.44158878922462463, 0.388629287481308, 0.4579439163208008, 0.41939252614974976, 0.2538940906524658]"
209,UniGAT,CocitationCora,1,0,0.19587227702140808,0.19587227702140808,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
210,UniGAT,CocitationCora,1,20,0.40887850522994995,0.3936915993690491,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
211,UniGAT,CocitationCora,1,40,0.41277259588241577,0.41277259588241577,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
212,UniGAT,CocitationCora,1,60,0.427180677652359,0.3594236671924591,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
213,UniGAT,CocitationCora,1,80,0.427180677652359,0.36915886402130127,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
214,UniGAT,CocitationCora,1,100,0.4466511011123657,0.4466511011123657,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
215,UniGAT,CocitationCora,1,120,0.4466511011123657,0.38823986053466797,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
216,UniGAT,CocitationCora,1,140,0.4466511011123657,0.25623053312301636,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
217,UniGAT,CocitationCora,1,160,0.4466511011123657,0.2967289686203003,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
218,UniGAT,CocitationCora,1,180,0.4466511011123657,0.4458722770214081,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
219,UniGAT,CocitationCora,1,199,0.4466511011123657,0.4466511011123657,drophyperedge,0.5,"[1582.4290771484375, 2110.686767578125, 2339.352783203125, 2489.374755859375, 2556.17919921875, 2738.593505859375, 2720.13134765625, 2809.14404296875, 2925.146240234375, 2999.857421875, 3009.91162109375, 3061.08544921875, 2992.382080078125, 3173.81494140625, 3074.53076171875, 3143.57958984375, 3244.990478515625, 3279.033935546875, 3381.219482421875, 3399.87109375]","[0.19587227702140808, 0.40887850522994995, 0.3936915993690491, 0.40732088685035706, 0.41277259588241577, 0.427180677652359, 0.3594236671924591, 0.37733644247055054, 0.36915886402130127, 0.26129284501075745, 0.4466511011123657, 0.39641743898391724, 0.38823986053466797, 0.4322429895401001, 0.25623053312301636, 0.2690809965133667, 0.2967289686203003, 0.2585669755935669, 0.4458722770214081, 0.37071651220321655]"
220,HNHN,CocitationCora,1,0,0.1440809965133667,0.1440809965133667,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
221,HNHN,CocitationCora,1,20,0.2986760139465332,0.2188473492860794,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
222,HNHN,CocitationCora,1,40,0.2986760139465332,0.2834891080856323,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
223,HNHN,CocitationCora,1,60,0.31191587448120117,0.31191587448120117,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
224,HNHN,CocitationCora,1,80,0.3313862979412079,0.3313862979412079,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
225,HNHN,CocitationCora,1,100,0.3313862979412079,0.2827102839946747,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
226,HNHN,CocitationCora,1,120,0.4302959442138672,0.4302959442138672,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
227,HNHN,CocitationCora,1,140,0.44704049825668335,0.4283488988876343,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
228,HNHN,CocitationCora,1,160,0.44704049825668335,0.15186916291713715,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
229,HNHN,CocitationCora,1,180,0.44704049825668335,0.41394081711769104,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
230,HNHN,CocitationCora,1,199,0.45366042852401733,0.45366042852401733,no dropout,0.5,"[72.1478500366211, 6792.4208984375, 7144.91259765625, 6609.2763671875, 9777.9228515625, 25396.544921875, 47588.83203125, 51571.59765625, 37524.1328125, 23588.943359375, 29224.78125, 29591.435546875, 37193.0859375, 44654.3359375, 48102.03515625, 51120.36328125, 22477.037109375, 47672.1171875, 58107.2421875, 59221.65625]","[0.1440809965133667, 0.2986760139465332, 0.2188473492860794, 0.2830996811389923, 0.2834891080856323, 0.302570104598999, 0.31191587448120117, 0.30646416544914246, 0.3313862979412079, 0.1962616890668869, 0.2827102839946747, 0.39291277527809143, 0.4302959442138672, 0.44704049825668335, 0.4283488988876343, 0.4302959442138672, 0.15186916291713715, 0.39992213249206543, 0.41394081711769104, 0.45366042852401733]"
231,HNHN,CocitationCora,1,0,0.1666666716337204,0.1666666716337204,dropnode,0.5,"[37.494773864746094, 661.1555786132812, 1061.5694580078125, 1237.3177490234375, 1172.6572265625, 2348.62353515625, 3469.305419921875, 3406.304443359375, 5045.3173828125, 5589.56494140625, 8873.8544921875, 11652.501953125, 11479.5166015625, 13853.5673828125, 15667.7646484375, 14084.595703125, 17177.875, 16748.83203125, 24735.35546875, 23356.77734375]","[0.1666666716337204, 0.1561526507139206, 0.16043613851070404, 0.1561526507139206, 0.19236759841442108, 0.18652647733688354, 0.2048286646604538, 0.19859813153743744, 0.20093457400798798, 0.184190034866333, 0.16238318383693695, 0.18691588938236237, 0.184190034866333, 0.1911993771791458, 0.1717289686203003, 0.1911993771791458, 0.1802959442138672, 0.184190034866333, 0.1721183806657791, 0.18263240158557892]"
232,HNHN,CocitationCora,1,20,0.1666666716337204,0.16043613851070404,dropnode,0.5,"[37.494773864746094, 661.1555786132812, 1061.5694580078125, 1237.3177490234375, 1172.6572265625, 2348.62353515625, 3469.305419921875, 3406.304443359375, 5045.3173828125, 5589.56494140625, 8873.8544921875, 11652.501953125, 11479.5166015625, 13853.5673828125, 15667.7646484375, 14084.595703125, 17177.875, 16748.83203125, 24735.35546875, 23356.77734375]","[0.1666666716337204, 0.1561526507139206, 0.16043613851070404, 0.1561526507139206, 0.19236759841442108, 0.18652647733688354, 0.2048286646604538, 0.19859813153743744, 0.20093457400798798, 0.184190034866333, 0.16238318383693695, 0.18691588938236237, 0.184190034866333, 0.1911993771791458, 0.1717289686203003, 0.1911993771791458, 0.1802959442138672, 0.184190034866333, 0.1721183806657791, 0.18263240158557892]"
233,HNHN,CocitationCora,1,40,0.19236759841442108,0.19236759841442108,dropnode,0.5,"[37.494773864746094, 661.1555786132812, 1061.5694580078125, 1237.3177490234375, 1172.6572265625, 2348.62353515625, 3469.305419921875, 3406.304443359375, 5045.3173828125, 5589.56494140625, 8873.8544921875, 11652.501953125, 11479.5166015625, 13853.5673828125, 15667.7646484375, 14084.595703125, 17177.875, 16748.83203125, 24735.35546875, 23356.77734375]","[0.1666666716337204, 0.1561526507139206, 0.16043613851070404, 0.1561526507139206, 0.19236759841442108, 0.18652647733688354, 0.2048286646604538, 0.19859813153743744, 0.20093457400798798, 0.184190034866333, 0.16238318383693695, 0.18691588938236237, 0.184190034866333, 0.1911993771791458, 0.1717289686203003, 0.1911993771791458, 0.1802959442138672, 0.184190034866333, 0.1721183806657791, 0.18263240158557892]"
234,HNHN,CocitationCora,1,60,0.2048286646604538,0.2048286646604538,dropnode,0.5,"[37.494773864746094, 661.1555786132812, 1061.5694580078125, 1237.3177490234375, 1172.6572265625, 2348.62353515625, 3469.305419921875, 3406.304443359375, 5045.3173828125, 5589.56494140625, 8873.8544921875, 11652.501953125, 11479.5166015625, 13853.5673828125, 15667.7646484375, 14084.595703125, 17177.875, 16748.83203125, 24735.35546875, 23356.77734375]","[0.1666666716337204, 0.1561526507139206, 0.16043613851070404, 0.1561526507139206, 0.19236759841442108, 0.18652647733688354, 0.2048286646604538, 0.19859813153743744, 0.20093457400798798, 0.184190034866333, 0.16238318383693695, 0.18691588938236237, 0.184190034866333, 0.1911993771791458, 0.1717289686203003, 0.1911993771791458, 0.1802959442138672, 0.184190034866333, 0.1721183806657791, 0.18263240158557892]"
235,HNHN,CocitationCora,1,80,0.2048286646604538,0.20093457400798798,dropnode,0.5,"[37.494773864746094, 661.1555786132812, 1061.5694580078125, 1237.3177490234375, 1172.6572265625, 2348.62353515625, 3469.305419921875, 3406.304443359375, 5045.3173828125, 5589.56494140625, 8873.8544921875, 11652.501953125, 11479.5166015625, 13853.5673828125, 15667.7646484375, 14084.595703125, 17177.875, 16748.83203125, 24735.35546875, 23356.77734375]","[0.1666666716337204, 0.1561526507139206, 0.16043613851070404, 0.1561526507139206, 0.19236759841442108, 0.18652647733688354, 0.2048286646604538, 0.19859813153743744, 0.20093457400798798, 0.184190034866333, 0.16238318383693695, 0.18691588938236237, 0.184190034866333, 0.1911993771791458, 0.1717289686203003, 0.1911993771791458, 0.1802959442138672, 0.184190034866333, 0.1721183806657791, 0.18263240158557892]"
236,HNHN,CocitationCora,1,100,0.2048286646604538,0.16238318383693695,dropnode,0.5,"[37.494773864746094, 661.1555786132812, 1061.5694580078125, 1237.3177490234375, 1172.6572265625, 2348.62353515625, 3469.305419921875, 3406.304443359375, 5045.3173828125, 5589.56494140625, 8873.8544921875, 11652.501953125, 11479.5166015625, 13853.5673828125, 15667.7646484375, 14084.595703125, 17177.875, 16748.83203125, 24735.35546875, 23356.77734375]","[0.1666666716337204, 0.1561526507139206, 0.16043613851070404, 0.1561526507139206, 0.19236759841442108, 0.18652647733688354, 0.2048286646604538, 0.19859813153743744, 0.20093457400798798, 0.184190034866333, 0.16238318383693695, 0.18691588938236237, 0.184190034866333, 0.1911993771791458, 0.1717289686203003, 0.1911993771791458, 0.1802959442138672, 0.184190034866333, 0.1721183806657791, 0.18263240158557892]"
